$ == null	4451
$ == 0	2281
$ < 0	2058
$ != null	1156
$ > 0	1104
$ <= 0	955
$ == 0.0	481
$ == 1	467
$ != 0	420
$.length == 0	415
$ > 1	392
$ >= 0	361
$ <= 0.0	315
$ < 0.0	285
$ < 1	281
$ == -1	213
$ < 2	191
$ != 0.0	175
$[index] == FREE	156
states[$] == FREE	156
$ > 0.5	156
$ > 2	155
$.length < 2	136
$ > 1.0	135
$ >= upper	134
$.length != nRows	131
$ > 0.0	127
$ < .5	120
$ == INFINITE	112
$.length != nCols	110
$[i].length != yLen	106
f.value($) == 0.0	105
states[$] == FULL	104
$[index] == FULL	104
$.length != y.length	102
$ < n	101
$ > ZERO	99
Math.abs($) <= functionValueAccuracy	97
$ < 0.0001	96
$ > 0.9999	96
$ <= 1.0	94
$.getIndex() == 0	92
$.getRowDimension() != nRows	89
$ == Integer.MIN_VALUE	89
$.getColumnDimension() != nCols	89
$ instanceof ArrayRealVector	88
$ != x	87
$[0] == null	85
$.nans == INFINITE	84
$ instanceof OpenMapRealVector	83
$ == 2	83
$[i] < 0	81
$ == Double.POSITIVE_INFINITY	80
$[r].length != nCols	79
$ instanceof Number	78
keys[$] == key	78
$ != count	78
$[index] == key	78
$.mant[mant.length-1] == 0	77
$ > overflow	75
$.getEntry(i) == ZERO	72
$==Integer.MIN_VALUE	72
FastMath.abs($) <= functionValueAccuracy	71
$.getRowDimension() != m	70
($ & 0x1) != 0	69
subMatrix[$].length != nCols	68
$[i] == 0	68
$.getColumnDimension() != 1	68
$.size() == 0	68
$ > b	67
$.length > 0	67
$.compareTo(BigInteger.ZERO) < 0	65
$.getZ() > 0.9999999999	64
$.getY() < -0.9999999999	64
$.getZ() < -0.9999999999	64
$.getX() > 0.9999999999	64
$.getY() > 0.9999999999	64
comparator.compare(reflected, $) < 0	64
$.getX() < -0.9999999999	64
$[i][j].length != zLen	63
xbdi.getEntry($) == ZERO	63
d[$].length != nCols	62
$[k] != 0	62
$.getDimension() != m	61
$ >= maxIterations	61
$ == k	61
$ >= 1	60
$.getCut() == null	59
$ > Integer.MAX_VALUE	59
$ == Long.MIN_VALUE	58
$ < maxDenominator	58
$.nans == FINITE	56
$ != y0	54
$ < Integer.MIN_VALUE	53
$.getDimension() != nCols	52
$.getDimension() != nRows	52
$ instanceof AbstractListChromosome<?>	52
$ <= 2.0	52
$ == solvedCols	52
$ instanceof SparseFieldVector<?>	52
$.getRowDimension() != 1	52
$ > available	52
$ <= 0.5	51
$.numerator == 0	51
$ != FINITE	49
$ == FINITE	49
($ & 0x1) == 0	49
$ instanceof Integer	48
$ == Double.NEGATIVE_INFINITY	48
$ != INFINITE_WINDOW	48
$ <= 2.2204e-16	48
$ < x	48
$ > -0.19	48
$ > x1	48
$ <= rLimit	46
$.length != rows	46
$ >= 1.0	46
$ >= n	45
$ <= ZERO	45
$ == 1.0	45
$ < 0.1	44
yInitial * $ < 0	44
$==0	44
$[i] <= '9'	44
$.length != 3	44
$ == j	44
$ == GoalType.MINIMIZE	42
result.mant[$.length-1] == 0	42
buf[$] <= '9'	42
$.value(min) == 0.0	40
$.value(max) == 0.0	40
$.length == 1	40
$.length != m	40
$ <= 1	40
comparator.compare($, best) < 0	39
$ < j	39
$[i] != 0	38
$.length < 1	38
$ > n	38
++$ > maxIterations	38
$ != k	37
$.length != dimension	37
$ != col	37
$ != nCols	37
$.length() == 1	37
$ == false	36
$ == ZERO	36
$[j] == 0	35
$.classify() == Dfp.INFINITE	35
$ < a	35
$.length() == 0	35
$.size() > 1	34
$ < end	34
$ == Integer.MAX_VALUE	33
$.length != n	33
$ == x	33
$ instanceof SparseRealVector	32
($ = filePointer.readLine()) == null	32
$ <= threshold	32
(str = $.readLine()) == null	32
$ != sample2.length	32
$.compare(reflected, best) < 0	32
comparator.compare($, worst) < 0	32
$ >= 0.0	32
$ > 100	32
$.getRelationship() == Relationship.GEQ	32
$.intValue() < 0	32
$ > 3	32
$ < 10E-20	32
$ > populationSize	32
comparator.compare($, reflected) <= 0	32
$.getN() > 0	32
$ > maxStep	32
$[i].length != nCols	31
$ > hi	31
$ != j	30
$ > max	30
$ >= N	30
$[i] >= '0'	30
$.currentState != null	30
$[k] != 0.0	30
$.length != dimensionSize.length	30
$ >= minimalIterationCount	30
$.getPlusInside() != null	30
($ & 1) == 1	30
$.getPlusOutside() != null	30
$.length != 2	30
hK[$] != 0.0	30
$.value(initial) == 0.0	30
FastMath.abs($) < functionValueAccuracy	30
$ instanceof PolynomialFunction	30
$ == yi	29
$ < maxIterations	29
$ == MULTIPLICATIVE_MODE	29
$ < m	29
$ < 3	29
$ >= omegaCount	28
$[$.length-1] == 0	28
$ < 21	28
$.length != yval.length	28
buf[$] >= '0'	28
coefficients[$] < 0	28
$ == dN1	28
$ < 67	28
($ & 0x8000000000000000L) != 0	27
Math.abs($ - oldx) <= tolerance	27
$ != b	27
$.getEntry(i) != ZERO	27
$.length > 1	27
Math.abs(x - $) <= tolerance	27
$ <= absoluteAccuracy	27
$.length != weights.length	27
$ < solvedCols	26
states[$] != FULL	26
$ <= orthoTolerance	26
$[index] != FULL	26
$ == capacity	26
0.1 * $ < previousCost	26
$ < 0.5	26
$.length != columns	26
$.length != dim	26
$.length < rowsCount	26
lmDiag[$] == 0	26
$.length < 3	26
$ >= 1.0e-4	26
$ instanceof BigFraction	26
$ >= 0.75	26
lmDiag[$] != 0	26
0.1 * $ >= previousCost	26
$[0].length < columnsCount	26
$[i] == FULL	26
oldStates[$] == FULL	26
$ > ak2	26
$ <= costRelativeTolerance	26
$ >= -threshold	26
$ <= previousFP	26
$.length < selectedRows.length	26
$ >= mBlock.length	26
$ < k	26
$.length != refLength	26
$ <= 0.25	26
(startIndex + $) > internalArray.length	26
$ != columns	26
$ >= outBlock.length	26
Math.min($.length, sample2.length) < 2	25
$ != other.virtualSize	25
$[0].length == 0	25
$ >= index	25
$ > endColumn	25
$.length * selectedColumns.length == 0	25
selectedRows.length * $.length == 0	25
Math.min(sample1.length, $.length) < 2	25
$ > endRow	25
$ >= iCutover	24
$ != y	24
$ instanceof Fraction	24
$ >= p	24
$ < lower	24
$ != ITERATION_CHECK_DISABLED	24
$ > a	24
$.length != b.length	24
$ >= MAXIMAL_AGING	24
$ < b	24
FastMath.abs($) < 1.0e-10	24
$ >= maxIterationCount	24
$ > upper	24
$ > 20.0	24
$[0].length < selectedColumns.length	23
$ instanceof String	23
$ % 2 != 0	23
$ instanceof Complex	23
$ == rhs	23
$ != variance	22
$ * yMax < 0	22
$ * yMin < 0	22
$ instanceof BinaryChromosome	22
$ <= S_LIMIT	22
$ >= 0.5	22
$ != mean	22
$ instanceof RandomKey<?>	22
$ >= C_LIMIT	22
++$ > maxEvaluations	22
$.size() < 2	22
$.currentState == null	22
$.getN() < 2	21
fval[$].length != yLen	21
$ > 3294198.0	21
$ < 8e298	21
$ == dN	21
$ >= 2	21
$ > -8e298	21
$[0] == 0.0	21
$ > 1.5707963267948966	21
$ != xa	21
$ < lo	21
work[$ - 2] == 0.0	21
$ > 2.0	21
$.sign == -1	21
($ & 1) == 0	21
$.length != fval.length	21
$ == dN2	21
$ < p	21
$[j4 - 2] == 0.0	21
FastMath.abs($ - oldx) <= tolerance	21
$ < pivot	21
FastMath.abs(x - $) <= tolerance	21
$.nans != FINITE	21
$ > 64	20
MathUtils.sign($) + MathUtils.sign(y) == 0.0	20
$ < fB	20
$ < fC	20
$ > .5	20
$ > fC	20
$ > 20	20
Math.min(sampleStats1.getN(), $.getN()) < 2	20
$.getY() == y	20
$.getNumArtificialVariables() == 0	20
$[row].length != nCols	20
$ > fB	20
Math.min($.getN(), sampleStats2.getN()) < 2	20
$ == -1.0	20
$ < MIN_RELATIVE_TOLERANCE	20
$ == c	20
$ == RotationOrder.XZX	19
$ == RotationOrder.XZY	19
$ == RotationOrder.YXY	19
$ == RotationOrder.YXZ	19
observed1[$] == 0	19
$ == RotationOrder.YZY	19
$ == RotationOrder.YZX	19
$[2].length != 3	19
$ < -1	19
$ == RotationOrder.XYZ	19
$ == RotationOrder.XYX	19
$.length != observed.length	19
$ <= limit	19
$ >= polynomials.length	19
$[i] == null	19
$[0].length != 3	19
$ % 2 == 0	19
$[1].length != 3	19
$ == RotationOrder.ZXZ	19
$ == RotationOrder.ZXY	19
observed2[$] == 0	19
$ == RotationOrder.ZYX	19
$ + length > values.length	19
$ < y	19
$.length != observed2.length	19
begin + $ > values.length	19
singularValues[$] != 0	18
$ == TransformType.INVERSE	18
$ * den > scaden	18
$[0] != 0	18
$ > len	18
$.length != y0.length	18
$ < -20	18
upperDifference.getEntry($) == ZERO	18
Precision.compareTo(entry, 0d, $) > 0	18
$.getEntry(nfxm) == ZERO	18
$.getEntry(i) == bigstp	18
$ <= fw	18
$ == 0L	18
$.length != rhs.length	18
$ <= fx	18
$.cut == null	18
FastMath.abs($[i]) > maxAbsoluteValue	18
$ < fopt	18
$.getReal() == 0	18
e[$] != 0	18
Math.abs(rootFindingFunction.value($)) < 1E-6	18
$ < ZERO	18
temp * $ > scaden	18
1 / $ < 0	18
$ < nct	18
$ < bdtol	18
$ <= fv	18
$ < Precision.SAFE_MIN	18
$ == trustRegionCenterInterpolationPointIndex	18
$ > absoluteThreshold	18
$.length != upper.length	18
$ == GoalType.MAXIMIZE	18
work1.getEntry($) == bigstp	18
xbdi.getEntry($) != ZERO	18
$ == TransformType.FORWARD	18
$ >= simplex.length	18
stepStart + $ > t	17
$ + stepSize > t	17
$.bitLength() > 31	17
stepStart + $ < t	17
$ == INDEX_NOT_FOUND	17
$ instanceof RealVector	17
$.length() > 0	17
($&1)==0	17
$ instanceof double[]	17
$ + stepSize < t	17
$.size() != l	17
$-- != 0	17
$==1	17
$ <= 4	17
$ == n	17
Long.MIN_VALUE / $ <= a	16
$ != ADDITIVE_MODE	16
$ == bytes.length	16
$ + 1 > numElements	16
$.compare(outContracted, reflected) <= 0	16
$ instanceof StatisticalSummaryValues	16
(z.subtract($)).abs() <= tolerance	16
$ > 999.9	16
$.getN() > 3	16
$ > threshold	16
$[0] != 0.0	16
$.size() > populationLimit	16
$.getBinStats().size() == 0	16
$[index[i]][index[i]] < -small	16
$ instanceof StatisticalSummaryValues == false	16
$.compare(reflected, expanded) <= 0	16
source.substring(startIndex, endIndex).compareTo($.toString()) == 0	16
$ * yB <= 0	16
$.length - 1 != polynomials.length	16
c.compare(v, $.lastKey()) >= 0	16
c.compare($, nextValue) > 0	16
comparator.compare(simplex[i], $) > 0	16
c[$[i]][$[i]] < -small	16
comparator.compare(expanded, $) < 0	16
$.compare(expanded, reflected) < 0	16
$ instanceof SummaryStatistics	16
comparator.compare(outContracted, $) <= 0	16
$ < -threshold	16
$ instanceof Vector3D	16
$ < -0.1	16
$[i] <= 0	16
(startIndex + $) >= internalArray.length	16
$.n <= 3	16
$ == x1	16
$ > high	16
c.compare($, freqTable.firstKey()) < 0	16
in[i][$] < 0	16
$.length != observations.length	16
$[0].length < 2	16
$.compare(v, freqTable.lastKey()) >= 0	16
$.compare(v, freqTable.firstKey()) < 0	16
Long.MIN_VALUE - $ <= a	16
$ == omegaCount	16
$ >= 5	16
$ >= 7	16
source.substring(startIndex, $).compareTo(sb.toString()) == 0	16
locatePoint($, sMin) <= 0	16
comparator.compare($, secondBest) < 0	16
c[index[$]][index[$]] < -small	16
in[$] < 0	16
$ > value	16
$ >= numElements	16
$ > 10.0	16
$ < 1.0001	16
$ instanceof AbstractStorelessUnivariateStatistic == false	16
$ <= targetIter	16
($ + index) >= internalArray.length	16
$.getValue() < 0	16
$.length != means.length	16
$ instanceof SummaryStatistics == false	16
$.getRelationship() == Relationship.LEQ	16
$.length != standardDeviation.length	16
$[i][j] < 0	16
$.getStandardDeviation() > 0	16
locatePoint($, sMax) >= 0	16
($.subtract(oldz)).abs() <= tolerance	16
$ instanceof MultivariateSummaryStatistics	16
$ < maxIter	16
$.n < 3	16
locatePoint(time, $) >= 0	16
$.compare(reflected, worst) < 0	16
in[$] <= 0	16
$ == endIndex	16
comparator.compare(simplex[$], pointValuePair) > 0	16
$.length != size	16
$ instanceof Mean	16
$ > 0.1	16
$ < targetIter	16
$[i] == '.'	16
$.steps.size() == 0	16
$.v1 == null	16
$ > 1.0e15	16
comparator.compare($[i], pointValuePair) > 0	16
$ instanceof MultivariateSummaryStatistics == false	16
$.getN() == 0	16
$.compare(inContracted, worst) < 0	16
$.getRelationship() == relationship	16
($ + (numElements + 1)) > internalArray.length	16
$ < low	16
$ <= maxChecks	16
$ < min_dist	16
$.length != covariance.length	16
$ < u	16
$ != pivotRow	16
$.compare(reflected, secondBest) < 0	16
comparator.compare(reflected, $) <= 0	16
comparator.compare(best, $) <= 0	16
(startIndex + ($ + 1)) > internalArray.length	16
comparator.compare(inContracted, $) < 0	16
$.compare(simplex[i], pointValuePair) > 0	16
$ instanceof Percentile	16
$.length != order	16
c.compare(v, $.firstKey()) < 0	16
in[$][j] < 0	16
$.size() < k	16
$.n == 0	16
$.n == 1	16
$.getRelationship() == Relationship.EQ	16
$.abs() <= functionValueAccuracy	16
c.compare($, freqTable.lastKey()) >= 0	16
$ < -maxStep	16
source.substring($, endIndex).compareTo(sb.toString()) == 0	16
yA * $ <= 0	16
c.compare(v, $) > 0	16
comparator.compare($, reflected) < 0	16
$.substring(startIndex, endIndex).compareTo(sb.toString()) == 0	16
$ > maxError	16
$ instanceof AbstractStorelessUnivariateStatistic	16
$ <= 6	16
comparator.compare($, expanded) <= 0	16
$ <= k	16
$.compare(v, nextValue) > 0	16
$ < 1.0	16
$.compare(best, reflected) <= 0	16
$ < minStep	16
2 * $ == n	16
$ > numElements	16
$ < value	16
$.length != sums.length	16
locatePoint(time, $) <= 0	16
$ != MULTIPLICATIVE_MODE	16
$.max == source.maxImpl	15
Math.abs($) <= 2.2204e-16	15
$ == endRow	15
$.length <= 1	15
$.min == source.minImpl	15
Math.abs(convergent - $) > epsilon	15
$ instanceof ResizableDoubleArray	15
Math.abs($ - value) < epsilon	15
$.substring(startIndex, endIndex).compareTo(expected) != 0	15
$ < 10.0	15
$.variance == source.varianceImpl	15
$ instanceof ResizableDoubleArray == false	15
$ instanceof RealMatrix	15
$.sumLog == source.sumLogImpl	15
imagEigenvalues[$] == 0	15
hK[$ - diagOffset] != 0.0	15
Math.abs($) <= costRelativeTolerance	15
$ instanceof RealMatrix == false	15
$.mean == source.meanImpl	15
$.sum == source.sumImpl	15
$[minor] != 0.0	15
$.geoMean == source.geoMeanImpl	15
source.substring(startIndex, $).compareTo(expected) != 0	15
source.substring($, endIndex).compareTo(expected) != 0	15
$[k - diagOffset] != 0.0	15
$ > delta	15
Math.abs($ - value) > epsilon	15
$ < e	15
$.length == dimensionSize.length	15
source.substring(startIndex, endIndex).compareTo($) != 0	15
qrtMinor[$] != 0.0	15
realEigenvalues[$] == 0	15
$.length == d	15
Math.abs(a0 - $) < epsilon	15
$ <= b	15
$ <= minimalIterationCount	15
hK[k - $] != 0.0	15
$.sumsq == source.sumsqImpl	15
$ == SNAN	14
d2FdXdY[$].length != yLen	14
$ != dFdX.length	14
$ < -1.0	14
$ != f.length	14
$.mant[mant.length-1] != 0	14
$ > b1	14
$ < absoluteTolerance	14
$.mant[$.mant.length - 1] == 0	14
f[$].length != yLen	14
$ != bsign	14
$ != d2FdXdY.length	14
FastMath.abs(convergent - $) > epsilon	14
$ > 709	14
$ < cnst1	14
$.length < 4	14
$.length < p.coefficients.length	14
coefficients[$] != 0	14
$[p] != '0'	14
$ != dFdY.length	14
$ < z1	14
$.value() > max	14
FastMath.abs(root - $) <= convergence	14
$.length != mainSetDimension	14
buf[$] == '.'	14
($ - 1) != 0	14
dFdX[$].length != yLen	14
$ < 1030	14
buf[$] >= '1'	14
$[i] >= '1'	14
$ > maxDegree	14
$.classify() == Dfp.FINITE	14
$.charAt(p) == '.'	14
$ * $ == 1.0	14
$ <= 61	14
100 * Math.max(b2, $) < a2	14
$ > mant.length	14
$ <= 66	14
$.length != yArray.length	14
100 * Math.max($, b1) < a2	14
$[$.length-1] != 0	14
($ & 1) != 0	14
FastMath.abs($ - value) < epsilon	14
$ == 1024	14
FastMath.abs(a0 - $) < epsilon	14
$.classify() == INFINITE	14
$ == -1023	14
$.exp < b.exp	14
dFdY[$].length != yLen	14
($ & 2) != 0	14
$ > MAX_EXP	14
$ == QNAN	14
FastMath.abs($ - value) > epsilon	14
$ >= RADIX	14
$ < MIN_EXP	14
$ < sp	14
$ < a2	14
fpdecimal.charAt($) == '.'	14
$ > -1023	13
($ + i) > internalArray.length	13
$ <= cols	13
$[ir][ir] < small	13
$ == 31	13
BigInteger.ZERO.compareTo($) > 0	13
$ instanceof LinearObjectiveFunction	13
$ instanceof BigInteger	13
$ > upperBound	13
$ > 1.5	13
$ < minDistance	13
$ == ConjugateGradientFormula.FLETCHER_REEVES	13
($ + numElements) > internalArray.length	13
c[$][$] < small	13
$ < lowerBound	13
$ == offset	13
BigInteger.ONE.compareTo($) < 0	13
$ instanceof BufferedReader	13
$[0].length + 1 > x.length	13
$.right == null	12
v1.length + $.length == 0	12
FastMath.abs($) > 40	12
$[i] > tol	12
$ >= lower	12
$ != m	12
$.skew == Skew.BALANCED	12
FastMath.abs($ - t) <= convergence	12
$[i] == '1'	12
$.getZ().getReal() > 0.9999999999	12
$.getMinus().getCut() != null	12
$.attribute == null	12
node.getCut().side($.getHyperplane()) == Side.PLUS	12
$ == iu	12
$ == 0f	12
$.getY().getReal() < -0.9999999999	12
$ == x.length	12
$ != -1	12
$.left == null	12
$.getValue() > 0	12
$ == 0x80000000	12
$.getZ().getReal() < -0.9999999999	12
$.getCut().side(sub.getHyperplane()) == Side.PLUS	12
$ - start != nbPoints	12
$.length != x.length	12
node.element.compareTo($) > 0	12
$ >= 3	12
FastMath.signum($) + FastMath.signum(y) == 0.0	12
cut.side($) == Side.PLUS	12
$ <= x	12
$.length != dataI.length	12
FastMath.abs($) > overflow	12
$ == 0x8000000000000000L	12
$ <= rmax	12
$ == 0d	12
$.getX().getReal() > 0.9999999999	12
$ < startRow	12
$ > SIMPSON_MAX_ITERATIONS_COUNT	12
crossP.dotProduct($.getNormal()) < 0	12
$ < wEnd	12
$ > TRAPEZOID_MAX_ITERATIONS_COUNT	12
$ < nrt	12
Math.abs(root - $) <= convergence	12
$ < pivotsHeap.length	12
FastMath.abs(realEigenvalues[$]) > maxAbsoluteValue	12
$ != cachedOriginal	12
$ == DctNormalization.ORTHOGONAL_DCT_I	12
$ == tree.parent.plus	12
$ >= length	12
$ < -20.0	12
FastMath.abs($) <= threshold	12
$.side(sHyperplane) == Side.PLUS	12
getBasicRow($) == null	12
$ == direction	12
Math.abs(sumExpected - $) > 10E-6	12
$ > eps	12
$ < startColumn	12
$ <= 0.	12
$.skew == Skew.LEFT_HIGH	12
$ < d	12
$ < c	12
$ > _j	12
$.getPlus().getCut() != null	12
$.dotProduct(otherPlane.getNormal()) < 0	12
$.length + v2.length == 0	12
binaryRepresentation[$] == '1'	12
Math.abs($ - sumObserved) > 10E-6	12
$.getX().getReal() < -0.9999999999	12
FastMath.abs(pendingEventTime - $) <= convergence	12
$ < 255	12
checkPoint($, loc) == Location.INSIDE	12
FastMath.abs($) < Precision.SAFE_MIN	12
$ > ROMBERG_MAX_ITERATIONS_COUNT	12
$ <= upper	12
$.getY().getReal() > 0.9999999999	12
end - $ != nbPoints	12
$ > Double.MIN_VALUE	12
$[0] == 1	12
singularValues[$] > tol	12
1 / $ > 0	12
FastMath.abs($) <= ftol	12
$ < 2047	12
$.skew == Skew.RIGHT_HIGH	12
$.nordsieck != null	11
$.length() != 0	11
$ >= array.length	11
MathUtils.compareTo($.getEntry(0, i), 0, epsilon) < 0	11
$.compareTo(bestChromosome) > 0	11
$ < -t	11
$.scaled != null	11
MathUtils.compareTo(tableau.getEntry(0, i), 0, $) < 0	11
$.stateVariation != null	11
Double.compare($[i].getValue(), $[i - 1].getValue()) > 0	11
$.field != null	11
$ >= m	11
$.getNumArtificialVariables() > 0	11
$ instanceof AggregatingSummaryStatistics == false	11
FastMath.abs($) <= costRelativeTolerance	11
$ == robustnessIters	11
$ > qr	11
$ == DateTimeZone.UTC	11
$ instanceof Frequency	11
MathUtils.compareTo(tableau.getEntry(0, $), 0, epsilon) < 0	11
$.getDimension() != y.length	11
$ instanceof Class<?>	11
$ != other.n	11
$.getMax() > max	11
$ instanceof VectorialCovariance	11
$ >1	11
$.freqTable != null	11
$.getDimension() != y0.length	11
$.getMin() < min	11
$ instanceof EuclideanIntegerPoint	11
$ < qa	11
$ != other.isBiasCorrected	11
chromosome.compareTo($) > 0	11
$.length == yArray.length	11
$ instanceof AggregatingSummaryStatistics	11
$ < v.length	11
$ instanceof VectorialMean	11
